query_raw	query_normalized	normalization_group_id	normalization_type	normalization_reason
дев	дев	QG_467b4c988c3b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева	дева	QG_9862058e7b9b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева деревянная	дева деревянная	QG_4e4cab38049e	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева зеркальце	дева зеркальце	QG_789e3a082953	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева знак зодиак	дева знак зодиак	QG_78c733a678db	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева знак зодиака	дева знак зодиака	QG_b739dcf8a95b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева знак зодиака для девочки в машину	дева знак зодиака для девочки в машину	QG_164b676ed17d	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева знак зодиака огненная серия	дева знак зодиака огненная серия	QG_b1e4f94acd79	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева знак зодиака рюмки	дева знак зодиака рюмки	QG_d708b98fa846	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева знак зодиака худи	дева знак зодиака худи	QG_329de4162890	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева знак золиака свитшот	дева знак золиака свитшот	QG_11e07beaef2e	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева подвеска для мужчин	дева подвеска для мужчин	QG_ff29c4235115	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева талисман	дева талисман	QG_786633f352bb	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дева четки в машину	дева четки в машину	QG_a68734d31eff	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
девушка в авто назеркало	девушка в авто назеркало	QG_c7b9a5e43cd3	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
девушка в машину на зеркало	девушка в машину на зеркало	QG_6048824624bd	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
девушкам в машину	девушкам в машину	QG_1623d4507c6b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
девушки матрешки подвески на машину	девушки матрешки подвески на машину	QG_ee8fcbd51c23	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
декали славянские обереги	декали славянские обереги	QG_622b7e43e2ce	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
декор в машину подвеска	декор в машину подвеска	QG_4cf5905c305a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
декоративная подвеска в авто	декоративная подвеска в авто	QG_b67935847469	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
декоративная подвеска в авто на зеркало	декоративная подвеска в авто на зеркало	QG_e197322a4299	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
декоративная подвеска в машину	декоративная подвеска в машину	QG_2c0cd93b4172	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
декоративный элемент козерог	декоративный элемент козерог	QG_5fc909280f75	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
декоротивная подвеска в авто	декоротивная подвеска в авто	QG_862887d013b6	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
демон на машину подвеска на стекло маленькие	демон на машину подвеска на стекло маленькие	QG_304c2087c569	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
денежная карта талисман козерог	денежная карта талисман козерог	QG_e7770a43c198	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
день рождения для девы	день рождения для девы	QG_a153db22afd9	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
дерево в машину	дерево в машину	QG_28e6c6db142c	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
